cat_code,cat_l1_code,cat_l1,cat_l2_code,cat_l2,cat_l3_code,cat_l3,cat_l4_code,cat_l4,cat_l5
359201,C,제조업,35,기타 운송장비 제조업,359,그 외 기타 운송장비 제조업,3592,전투용 차량 제조업,전투용 차량 제조업
359202,C,제조업,35,기타 운송장비 제조업,359,그 외 기타 운송장비 제조업,3592,그 외 기타 분류 안된 운송장비 제조업,그 외 기타 달리 분류되지 않은 운송장비 제조업
361001,C,제조업,36,가구 제조업,361,가구 제조업,3610,기타 가구 제조업,금속 가구 제조업
361002,C,제조업,36,가구 제조업,361,가구 제조업,3610,목재 가구 제조업,기타 목재 가구 제조업
361003,C,제조업,36,가구 제조업,361,가구 제조업,3610,기타 가구 제조업,그 외 기타 가구 제조업
361005,C,제조업,36,가구 제조업,361,가구 제조업,3610,침대 및 내장 가구 제조업,매트리스 및 침대 제조업
361006,C,제조업,36,가구 제조업,361,가구 제조업,3610,침대 및 내장 가구 제조업,소파 및 기타 내장 가구 제조업
361007,C,제조업,36,가구 제조업,361,가구 제조업,3610,목재 가구 제조업,주방용 및 음식점용 목재 가구 제조업
369101,C,제조업,36,기타 제품 제조업,369,귀금속 및 장신용품 제조업,3691,귀금속 및 관련제품 제조업,귀금속 및 관련제품 제조업
369200,C,제조업,36,기타 제품 제조업,369,악기 제조업,3692,악기 제조업,기타 악기 제조업
369201,C,제조업,36,기타 제품 제조업,369,악기 제조업,3692,악기 제조업,건반 악기 제조업
369202,C,제조업,36,기타 제품 제조업,369,악기 제조업,3692,악기 제조업,전자 악기 제조업
369301,C,제조업,36,기타 제품 제조업,369,운동 및 경기용구 제조업,3693,운동 및 경기용구 제조업,"체조, 육상 및 체력 단련용 장비 제조업"
369302,C,제조업,36,기타 제품 제조업,369,운동 및 경기용구 제조업,3693,운동 및 경기용구 제조업,기타 운동 및 경기용구 제조업
369305,C,제조업,36,기타 제품 제조업,369,운동 및 경기용구 제조업,3693,운동 및 경기용구 제조업,놀이터용 장비 제조업
369306,C,제조업,36,기타 제품 제조업,369,운동 및 경기용구 제조업,3693,운동 및 경기용구 제조업,낚시 및 수렵용구 제조업
369401,C,제조업,36,기타 제품 제조업,369,"인형, 장난감 및 오락용품 제조업",3694,"인형, 장난감 및 오락용품 제조업",인형 및 장난감 제조업
369402,C,제조업,36,기타 제품 제조업,369,"인형, 장난감 및 오락용품 제조업",3694,"인형, 장난감 및 오락용품 제조업",인형 및 장난감 제조업
369404,C,제조업,36,기타 제품 제조업,369,"인형, 장난감 및 오락용품 제조업",3694,"인형, 장난감 및 오락용품 제조업",영상게임기 제조업
369405,C,제조업,36,기타 제품 제조업,369,"인형, 장난감 및 오락용품 제조업",3694,"인형, 장난감 및 오락용품 제조업",기타 오락용품 제조업
369409,C,제조업,36,기타 제품 제조업,369,"인형, 장난감 및 오락용품 제조업",3694,"인형, 장난감 및 오락용품 제조업",기타 오락용품 제조업
369501,C,제조업,36,기타 제품 제조업,369,귀금속 및 장신용품 제조업,3695,모조 귀금속 및 모조 장신용품 제조업,모조 귀금속 및 모조 장신용품 제조업
369502,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3695,"가발, 장식용품 및 전시용 모형 제조업",가발 및 유사 제품 제조업
369503,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3695,간판 및 광고물 제조업,간판 및 광고물 제조업
369504,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3695,"가발, 장식용품 및 전시용 모형 제조업",표구 처리업
369505,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3695,"가발, 장식용품 및 전시용 모형 제조업",전시용 모형 제조업
369902,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3699,사무 및 회화용품 제조업,사무 및 회화용품 제조업
369903,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3699,그 외 기타 분류 안된 제품 제조업,비 및 솔 제조업
369904,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3699,그 외 기타 분류 안된 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업
369905,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3699,그 외 기타 분류 안된 제품 제조업,단추 및 유사 파스너 제조업
369906,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3699,그 외 기타 분류 안된 제품 제조업,"라이터, 연소물 및 흡연용품 제조업"
369907,C,제조업,36,화학 물질 및 화학제품 제조업; 의약품 제외,369,기타 화학제품 제조업,3699,그 외 기타 화학제품 제조업,화약 및 불꽃제품 제조업
369908,C,제조업,36,기타 제품 제조업,369,그 외 기타 제품 제조업,3699,그 외 기타 분류 안된 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업
381000,C,제조업,38,기타 제품 제조업,381,그외 기타 제품 제조업,3810,"금속 열처리, 도금 및 기타 금속 가공업",절삭 가공 및 유사 처리업
381003,C,제조업,38,기타 제품 제조업,381,그외 기타 제품 제조업,3810,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업
381004,C,제조업,38,기타 제품 제조업,381,그외 기타 제품 제조업,3810,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
381005,C,제조업,38,기타 제품 제조업,381,그외 기타 제품 제조업,3810,그 외 기타 분류 안된 제품 제조업,그 외 기타 달리 분류되지 않은 제품 제조업
381006,C,제조업,38,기타 제품 제조업,381,그외 기타 제품 제조업,3810,그 외 기타 사업 지원 서비스업,포장 및 충전업
381007,C,제조업,38,기타 제품 제조업,381,그외 기타 제품 제조업,3810,기타 소사장제,기타 소사장제
922102,C,제조업,92,산업용 기계 및 장비 수리업,922,산업용 기계 및 장비 수리업,9221,일반 기계류 수리업,기타 일반 기계 및 장비 수리업
922103,C,제조업,92,산업용 기계 및 장비 수리업,922,산업용 기계 및 장비 수리업,9221,전기ㆍ전자 및 정밀 기기 수리업,전기ㆍ전자 및 정밀 기기 수리업
922106,C,제조업,92,산업용 기계 및 장비 수리업,922,산업용 기계 및 장비 수리업,9221,일반 기계류 수리업,건설ㆍ광업용 기계 및 장비 수리업
401000,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,발전업,태양력 발전업
401001,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,발전업,원자력 발전업
401002,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,발전업,수력 발전업
401003,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,발전업,화력 발전업
401004,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,발전업,기타 발전업
401005,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,송전 및 배전업,송전 및 배전업
401006,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",401,전기업,4010,전기 판매업,전기 판매업
402001,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",402,연료용 가스 제조 및 배관공급업,4020,연료용 가스 제조 및 배관공급업,연료용 가스 제조 및 배관공급업
403000,D,"전기, 가스, 증기 및 공기 조절 공급업",40,"전기, 가스, 증기 및 공기 조절 공급업",403,"증기, 냉ㆍ온수 및 공기 조절 공급업",4030,"증기, 냉ㆍ온수 및 공기 조절 공급업","증기, 냉ㆍ온수 및 공기 조절 공급업"
351104,E,"수도, 하수 및 폐기물 처리, 원료 재생업",35,"폐기물 수집, 운반, 처리 및 원료 재생업",351,"해체, 선별 및 원료 재생업",3511,"금속류 해체, 선별 및 원료 재생업",금속류 해체 및 선별업
371000,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,"폐기물 수집, 운반, 처리 및 원료 재생업",371,"해체, 선별 및 원료 재생업",3710,"금속류 해체, 선별 및 원료 재생업",금속류 원료 재생업
371001,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,"폐기물 수집, 운반, 처리 및 원료 재생업",371,"해체, 선별 및 원료 재생업",3710,"금속류 해체, 선별 및 원료 재생업",금속류 해체 및 선별업
372000,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,"폐기물 수집, 운반, 처리 및 원료 재생업",372,"해체, 선별 및 원료 재생업",3720,"비금속류 해체, 선별 및 원료 재생업",비금속류 원료 재생업
372001,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,"폐기물 수집, 운반, 처리 및 원료 재생업",372,"해체, 선별 및 원료 재생업",3720,"비금속류 해체, 선별 및 원료 재생업",비금속류 해체 및 선별업
372002,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,환경 정화 및 복원업,372,환경 정화 및 복원업,3720,환경 정화 및 복원업,토양 및 지하수 정화업
372003,E,"수도, 하수 및 폐기물 처리, 원료 재생업",37,환경 정화 및 복원업,372,환경 정화 및 복원업,3720,환경 정화 및 복원업,기타 환경 정화 및 복원업
410000,E,"수도, 하수 및 폐기물 처리, 원료 재생업",41,수도업,410,수도업,4100,생활용수 공급업,생활용수 공급업
410001,E,"수도, 하수 및 폐기물 처리, 원료 재생업",41,수도업,410,수도업,4100,산업용수 공급업,산업용수 공급업
749301,E,"수도, 하수 및 폐기물 처리, 원료 재생업",74,"하수, 폐수 및 분뇨 처리업",749,"하수, 폐수 및 분뇨 처리업",7493,하수 및 폐수 처리업,하수 처리업
900100,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,"폐기물 수집, 운반업",9001,"지정 외 폐기물 수집, 운반업","지정 외 폐기물 수집, 운반업"
900101,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,폐기물 처리업,9001,지정 외 폐기물 처리업,지정 외 폐기물 처리업
900102,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,폐기물 처리업,9001,"방사성 폐기물 수집, 운반 및 처리업","방사성 폐기물 수집, 운반 및 처리업"
900103,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,"폐기물 수집, 운반업",9001,"지정 폐기물 수집, 운반업","지정 폐기물 수집, 운반업"
900104,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,"폐기물 수집, 운반업",9001,"건설 폐기물 수집, 운반업","건설 폐기물 수집, 운반업"
900105,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,폐기물 처리업,9001,지정 폐기물 처리업,지정 폐기물 처리업
900106,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,폐기물 처리업,9001,건설 폐기물 처리업,건설 폐기물 처리업
900200,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"하수, 폐수 및 분뇨 처리업",900,"하수, 폐수 및 분뇨 처리업",9002,하수 및 폐수 처리업,하수 처리업
900201,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"하수, 폐수 및 분뇨 처리업",900,"하수, 폐수 및 분뇨 처리업",9002,분뇨 처리업,사람 분뇨 처리업
900202,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"하수, 폐수 및 분뇨 처리업",900,"하수, 폐수 및 분뇨 처리업",9002,하수 및 폐수 처리업,폐수 처리업
900203,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"하수, 폐수 및 분뇨 처리업",900,"하수, 폐수 및 분뇨 처리업",9002,분뇨 처리업,축산 분뇨 처리업
900300,E,"수도, 하수 및 폐기물 처리, 원료 재생업",90,"폐기물 수집, 운반, 처리 및 원료 재생업",900,"해체, 선별 및 원료 재생업",9003,"금속류 해체, 선별 및 원료 재생업",금속류 해체 및 선별업
451101,F,건 설 업,45,종합 건설업,451,건물 건설업,4511,주거용 건물 건설업,아파트 건설업
451102,F,건 설 업,45,종합 건설업,451,건물 건설업,4511,주거용 건물 건설업,주거용 건물 건설업
451103,F,건 설 업,45,종합 건설업,451,건물 건설업,4511,주거용 건물 건설업,주거용 건물 건설업
451104,F,건 설 업,45,종합 건설업,451,건물 건설업,4511,비주거용 건물 건설업,기타 비주거용 건물 건설업
451105,F,건 설 업,45,종합 건설업,451,건물 건설업,4511,주거용 건물 건설업,기타 공동 주택 건설업
